article_title,country,revision_id,article_quality,population,region
Joaquín Belgrano,Argentina,1229623675.0,Start,46.3,SOUTH AMERICA
Antonio Bermejo,Argentina,1225811362.0,Start,46.3,SOUTH AMERICA
Antonio Beruti,Argentina,1243926512.0,Start,46.3,SOUTH AMERICA
Héctor Bidonde,Argentina,1250713562.0,Start,46.3,SOUTH AMERICA
Silvano Bores,Argentina,1225775647.0,Stub,46.3,SOUTH AMERICA
Exequiel Bustillo,Argentina,1188044851.0,Start,46.3,SOUTH AMERICA
Mario Cafiero,Argentina,1135193654.0,Stub,46.3,SOUTH AMERICA
Alberto Manuel Campos,Argentina,1166331326.0,Start,46.3,SOUTH AMERICA
Alejo Castex,Argentina,1231276700.0,C,46.3,SOUTH AMERICA
Dámaso Centeno,Argentina,1245130520.0,Stub,46.3,SOUTH AMERICA
Rossana Chahla,Argentina,1227517224.0,C,46.3,SOUTH AMERICA
Lázaro Chiappe,Argentina,1232135530.0,Stub,46.3,SOUTH AMERICA
Carlos Corach,Argentina,1227620960.0,Stub,46.3,SOUTH AMERICA
Jorge Coscia,Argentina,1227459720.0,Stub,46.3,SOUTH AMERICA
Carlos de la Rosa,Argentina,1209668330.0,Stub,46.3,SOUTH AMERICA
Juan Carlos Del Bello,Argentina,1225784914.0,Stub,46.3,SOUTH AMERICA
Luis L. Domínguez,Argentina,1234469779.0,C,46.3,SOUTH AMERICA
Máximo Etchecopar,Argentina,1243279888.0,Start,46.3,SOUTH AMERICA
Héctor Toty Flores,Argentina,1067754685.0,Stub,46.3,SOUTH AMERICA
Guillermo Francos,Argentina,1245178482.0,Start,46.3,SOUTH AMERICA
Juan Fugl,Argentina,1148828249.0,Stub,46.3,SOUTH AMERICA
Santiago Gallo,Argentina,1039135531.0,Start,46.3,SOUTH AMERICA
Manuel José García,Argentina,1227616001.0,Stub,46.3,SOUTH AMERICA
Juan José Gómez Centurión,Argentina,1225793565.0,Stub,46.3,SOUTH AMERICA
Luis Carlos Gómez Centurión,Argentina,1225793589.0,Stub,46.3,SOUTH AMERICA
Martín Guzmán,Argentina,1227515965.0,C,46.3,SOUTH AMERICA
Federico Helguera,Argentina,1162056054.0,Start,46.3,SOUTH AMERICA
Fernando Iglesias (Argentine politician),Argentina,1217866134.0,C,46.3,SOUTH AMERICA
Ricardo Kennedy,Argentina,1240898573.0,Stub,46.3,SOUTH AMERICA
Carlos Kunkel,Argentina,1225799546.0,Stub,46.3,SOUTH AMERICA
Norberto La Porta,Argentina,1225799869.0,Stub,46.3,SOUTH AMERICA
Andrés Larroque,Argentina,1248572448.0,Start,46.3,SOUTH AMERICA
Julián de Leyva,Argentina,1234698824.0,Stub,46.3,SOUTH AMERICA
Mónica López (politician),Argentina,797826672.0,Stub,46.3,SOUTH AMERICA
Lucio Victorio Mansilla,Argentina,1210433646.0,Start,46.3,SOUTH AMERICA
Nicolás Massot,Argentina,1222899462.0,Start,46.3,SOUTH AMERICA
Martín Menem,Argentina,1247590161.0,Start,46.3,SOUTH AMERICA
Juan Mignaburu,Argentina,1166892817.0,Stub,46.3,SOUTH AMERICA
Guillermo Montenegro,Argentina,1096175549.0,Stub,46.3,SOUTH AMERICA
Mariano Moreno,Argentina,1248788227.0,FA,46.3,SOUTH AMERICA
Marcelo Muniagurria,Argentina,1242262794.0,Start,46.3,SOUTH AMERICA
Fernando Nadra,Argentina,1238199017.0,C,46.3,SOUTH AMERICA
Rómulo Sebastián Naón,Argentina,1193099129.0,Start,46.3,SOUTH AMERICA
Santiago G. O'Farrell,Argentina,1228141029.0,Start,46.3,SOUTH AMERICA
Alfredo Olmedo,Argentina,1226445117.0,Stub,46.3,SOUTH AMERICA
Miguel Ángel Pesce,Argentina,1211044406.0,Start,46.3,SOUTH AMERICA
Carlos Petroni,Argentina,1199679676.0,C,46.3,SOUTH AMERICA
Alejo Peyret,Argentina,1138003698.0,B,46.3,SOUTH AMERICA
Aldo Pignanelli,Argentina,1106856167.0,Stub,46.3,SOUTH AMERICA
Abel Posse,Argentina,1245068036.0,C,46.3,SOUTH AMERICA
Enrique S. Quintana,Argentina,1016343362.0,Start,46.3,SOUTH AMERICA
Amán Rawson,Argentina,1226040049.0,Start,46.3,SOUTH AMERICA
Martín Sabbatella,Argentina,1166890663.0,C,46.3,SOUTH AMERICA
Juan Pablo Schiavi,Argentina,1195011460.0,C,46.3,SOUTH AMERICA
Héctor Tizón,Argentina,1222501416.0,Start,46.3,SOUTH AMERICA
Claudio Uberti,Argentina,1245464700.0,C,46.3,SOUTH AMERICA
Arístides Villanueva,Argentina,1227361697.0,Start,46.3,SOUTH AMERICA
Jorge Yoma,Argentina,1191859791.0,C,46.3,SOUTH AMERICA
Ashot Arsenyan,Armenia,1218601969.0,C,3.0,WESTERN ASIA
Vigen Chitechyan,Armenia,1124301399.0,Stub,3.0,WESTERN ASIA
Hayk Chobanyan,Armenia,1231768992.0,Start,3.0,WESTERN ASIA
Gurgen Egiazaryan,Armenia,1103745376.0,Start,3.0,WESTERN ASIA
Parunak Ferukhan,Armenia,1214660598.0,Stub,3.0,WESTERN ASIA
Gevorg Ghazaryan (politician),Armenia,1180063729.0,Stub,3.0,WESTERN ASIA
Andrias Ghukasyan,Armenia,1214660728.0,Start,3.0,WESTERN ASIA
Aram Grigoryan (politician),Armenia,1214660921.0,Start,3.0,WESTERN ASIA
Vahagn Hovakimyan,Armenia,1224369324.0,Start,3.0,WESTERN ASIA
Tigran Karapetyan,Armenia,1231946069.0,Start,3.0,WESTERN ASIA
Tigran Khzmalyan,Armenia,1237979345.0,C,3.0,WESTERN ASIA
Mikayel Kotanyan,Armenia,1226313476.0,Start,3.0,WESTERN ASIA
Hrant Maloyan,Armenia,1250311867.0,C,3.0,WESTERN ASIA
Khachatur Malumian,Armenia,1210493386.0,C,3.0,WESTERN ASIA
Aram Manukyan,Armenia,1214661551.0,Start,3.0,WESTERN ASIA
Gevorg Melik-Karagyozyan,Armenia,1180063778.0,Stub,3.0,WESTERN ASIA
Vahan Minakhoryan,Armenia,1214661649.0,Stub,3.0,WESTERN ASIA
Ruben Miroyan,Armenia,1228290809.0,Start,3.0,WESTERN ASIA
Ruben Mirzakhanyan,Armenia,1214661775.0,Start,3.0,WESTERN ASIA
Badal Muradyan,Armenia,1214662146.0,Start,3.0,WESTERN ASIA
Narine Tukhikyan,Armenia,1233470777.0,Start,3.0,WESTERN ASIA
Gabriel Noradoungian,Armenia,1240224564.0,C,3.0,WESTERN ASIA
Israel Ori,Armenia,1214986895.0,Start,3.0,WESTERN ASIA
Paul Paul,Armenia,1215924661.0,Start,3.0,WESTERN ASIA
Garo Paylan,Armenia,1249622641.0,C,3.0,WESTERN ASIA
Genrikh Poghosyan,Armenia,1214662694.0,Start,3.0,WESTERN ASIA
Ishkhan Saghatelyan,Armenia,1243510830.0,GA,3.0,WESTERN ASIA
Karen Sargsyan (sociologist),Armenia,1217803359.0,Start,3.0,WESTERN ASIA
Martiros Sarukhanyan,Armenia,1214669503.0,Stub,3.0,WESTERN ASIA
Vartkes Serengülian,Armenia,1214669611.0,Start,3.0,WESTERN ASIA
Suren Shadunts,Armenia,1242146414.0,Start,3.0,WESTERN ASIA
Ohannes Tchekidjian,Armenia,1215201883.0,Start,3.0,WESTERN ASIA
Hrayr Tovmasyan,Armenia,1243511026.0,Stub,3.0,WESTERN ASIA
Usub Bek Temuryan,Armenia,1243494457.0,Stub,3.0,WESTERN ASIA
Kegham Vanigian,Armenia,1214670011.0,Start,3.0,WESTERN ASIA
Serop Zakaryan,Armenia,1222543352.0,Stub,3.0,WESTERN ASIA
Alfons Adam,Austria,1244617588.0,Start,9.2,WESTERN EUROPE
Ingo Appelt,Austria,1244447844.0,Stub,9.2,WESTERN EUROPE
"Maximilian Anton Karl, Count Baillet de Latour",Austria,1226152632.0,Start,9.2,WESTERN EUROPE
Heinrich Alfred Barb,Austria,1214670404.0,Start,9.2,WESTERN EUROPE
Leopold Berchtold,Austria,1228353209.0,C,9.2,WESTERN EUROPE
Joseph Buttinger,Austria,1214670744.0,Start,9.2,WESTERN EUROPE
Prince Carl of Solms-Braunfels,Austria,1237091760.0,C,9.2,WESTERN EUROPE
Count Václav Antonín Chotek of Chotkov and Vojnín,Austria,1214682376.0,Start,9.2,WESTERN EUROPE
Citizens' Ministry,Austria,1200893975.0,C,9.2,WESTERN EUROPE
Richard von Coudenhove-Kalergi,Austria,1243336388.0,C,9.2,WESTERN EUROPE
Franz Dinghofer,Austria,1244619292.0,GA,9.2,WESTERN EUROPE
George Abraham von Dyhrn,Austria,1231555745.0,Stub,9.2,WESTERN EUROPE
Eduard von Grebmer zu Wolfsthurn,Austria,1216075327.0,Start,9.2,WESTERN EUROPE
Barbara Eibinger-Miedl,Austria,,,9.2,WESTERN EUROPE
Hans Ferlitsch,Austria,1240489075.0,Stub,9.2,WESTERN EUROPE
Friedhelm Frischenschlager,Austria,1223497595.0,Start,9.2,WESTERN EUROPE
Walter Guggenberger,Austria,1154443829.0,Start,9.2,WESTERN EUROPE
Ulrich Habsburg-Lothringen,Austria,1216088776.0,Start,9.2,WESTERN EUROPE
Ernst Hampel (politician),Austria,1232067132.0,Stub,9.2,WESTERN EUROPE
Hans Peter Haselsteiner,Austria,1226351964.0,Start,9.2,WESTERN EUROPE
Friedrich Wilhelm von Haugwitz,Austria,1215043658.0,C,9.2,WESTERN EUROPE
Eduard Hedvicek,Austria,1215043825.0,Stub,9.2,WESTERN EUROPE
Hermann Stern,Austria,1215044008.0,C,9.2,WESTERN EUROPE
Jürgen Himmelbauer,Austria,1215045853.0,Stub,9.2,WESTERN EUROPE
Anton Hofer,Austria,1215044432.0,Start,9.2,WESTERN EUROPE
Andreas Hörtnagl,Austria,1215046038.0,Stub,9.2,WESTERN EUROPE
Franz Jetzinger,Austria,1214236945.0,Start,9.2,WESTERN EUROPE
Konstantin Jireček,Austria,1242771327.0,C,9.2,WESTERN EUROPE
Hugo Jury,Austria,1225140706.0,C,9.2,WESTERN EUROPE
Joseph Kenner,Austria,1169137921.0,Start,9.2,WESTERN EUROPE
Theodor Kery,Austria,1215046740.0,Stub,9.2,WESTERN EUROPE
Michael Killisch-Horn,Austria,1106829544.0,Stub,9.2,WESTERN EUROPE
Sophia Kircher,Austria,1242552103.0,Stub,9.2,WESTERN EUROPE
Hubert Klausner,Austria,1242810704.0,Start,9.2,WESTERN EUROPE
Martin Kocher,Austria,1241392879.0,Stub,9.2,WESTERN EUROPE
Józef Kożdoń,Austria,1215053905.0,C,9.2,WESTERN EUROPE
Gottfried von Kühnelt-Leddihn,Austria,1235730032.0,Start,9.2,WESTERN EUROPE
Franz Leitner (politician),Austria,1215054152.0,Stub,9.2,WESTERN EUROPE
Elmar Lichtenegger,Austria,1215483185.0,Start,9.2,WESTERN EUROPE
Julius Lippert (historian),Austria,1248432097.0,Stub,9.2,WESTERN EUROPE
Reinhold Lopatka,Austria,1250933660.0,Stub,9.2,WESTERN EUROPE
Karl Lütgendorf,Austria,1231556108.0,Stub,9.2,WESTERN EUROPE
Jürgen Mandl,Austria,1215054486.0,Stub,9.2,WESTERN EUROPE
Renate Mann,Austria,1099978355.0,Stub,9.2,WESTERN EUROPE
Ferdinand Mannlicher,Austria,1250188481.0,C,9.2,WESTERN EUROPE
Christoph Matznetter,Austria,1250934182.0,Start,9.2,WESTERN EUROPE
Johann Gregor Memhardt,Austria,1226209962.0,Stub,9.2,WESTERN EUROPE
Franz Moroder,Austria,1228417930.0,C,9.2,WESTERN EUROPE
Heinz Nittel,Austria,1226214871.0,Stub,9.2,WESTERN EUROPE
Heidemaria Onodi,Austria,1246630894.0,Start,9.2,WESTERN EUROPE
Brigitta Pallauf,Austria,1215184008.0,Start,9.2,WESTERN EUROPE
Wladimir von Pawlowski,Austria,1242446030.0,Stub,9.2,WESTERN EUROPE
Johann Anton von Pergen,Austria,1248404055.0,C,9.2,WESTERN EUROPE
Gerhard Pfanzelter,Austria,1238011369.0,Start,9.2,WESTERN EUROPE
Walter Pfrimer,Austria,1249288737.0,C,9.2,WESTERN EUROPE
Leopold Poetsch,Austria,1248552155.0,Start,9.2,WESTERN EUROPE
Thomas Prinzhorn,Austria,1215185462.0,C,9.2,WESTERN EUROPE
Gregor Razumovsky (activist),Austria,1236098636.0,C,9.2,WESTERN EUROPE
Horst Rosenkranz,Austria,1215185628.0,Start,9.2,WESTERN EUROPE
Emil Sax,Austria,1215185845.0,Start,9.2,WESTERN EUROPE
Peter Schieder,Austria,1239601735.0,Start,9.2,WESTERN EUROPE
Karl Schmitzer,Austria,1215186109.0,Stub,9.2,WESTERN EUROPE
Sonja Zwazl,Austria,1235856770.0,Start,9.2,WESTERN EUROPE
"Georg Adam, Prince of Starhemberg",Austria,1215186237.0,C,9.2,WESTERN EUROPE
Gundaker Thomas Starhemberg,Austria,1246777408.0,Start,9.2,WESTERN EUROPE
Josef Staribacher,Austria,1215186443.0,Stub,9.2,WESTERN EUROPE
Peter Strasser (politician),Austria,1240951343.0,Start,9.2,WESTERN EUROPE
Julius Tandler,Austria,1153989705.0,Start,9.2,WESTERN EUROPE
"Leopold, Count von Thun und Hohenstein",Austria,1215186791.0,C,9.2,WESTERN EUROPE
Karl Freiherr von Vogelsang,Austria,1231556362.0,Start,9.2,WESTERN EUROPE
Anton von Winzor,Austria,1231556425.0,Stub,9.2,WESTERN EUROPE
Gisela Wurm,Austria,1215187415.0,Stub,9.2,WESTERN EUROPE
Alexander Zach,Austria,1215187552.0,Stub,9.2,WESTERN EUROPE
Curt Franz Wenzel Christoph Erdmann Graf Zedtwitz von Moraván und Duppau,Austria,1243965585.0,Start,9.2,WESTERN EUROPE
Karl von Zinzendorf,Austria,1240906258.0,Start,9.2,WESTERN EUROPE
Muzamil Abdullayev,Azerbaijan,1223484511.0,Stub,10.2,WESTERN ASIA
Leyla Abdullayeva,Azerbaijan,1230366514.0,Start,10.2,WESTERN ASIA
Elchin Afandiyev,Azerbaijan,1243626881.0,Start,10.2,WESTERN ASIA
Fazail Agamali,Azerbaijan,1250642641.0,C,10.2,WESTERN ASIA
Aliabbas Salahzade,Azerbaijan,1211047878.0,Start,10.2,WESTERN ASIA
Enver Alikhanov,Azerbaijan,1161577254.0,Stub,10.2,WESTERN ASIA
Tarlan Aliyarbayov,Azerbaijan,1240965677.0,GA,10.2,WESTERN ASIA
Dilara Aliyeva,Azerbaijan,1236388140.0,Start,10.2,WESTERN ASIA
Araz Alizadeh,Azerbaijan,1246060446.0,Stub,10.2,WESTERN ASIA
Ali Asadov,Azerbaijan,1237483914.0,C,10.2,WESTERN ASIA
Ashraf Bey Taghiyev,Azerbaijan,1213943020.0,Start,10.2,WESTERN ASIA
Chimnaz Aslanova,Azerbaijan,1245503366.0,Start,10.2,WESTERN ASIA
Akram Aylisli,Azerbaijan,1247420701.0,C,10.2,WESTERN ASIA
Sahil Babayev,Azerbaijan,1207600921.0,C,10.2,WESTERN ASIA
Huseyngulu Baghirov,Azerbaijan,1199215674.0,Start,10.2,WESTERN ASIA
Bakhish bey Rustambeyov,Azerbaijan,1246060690.0,Start,10.2,WESTERN ASIA
Alovsat Bakhshiyev,Azerbaijan,1207738330.0,Start,10.2,WESTERN ASIA
Mirgasim Cheshmazer,Azerbaijan,1226415908.0,Start,10.2,WESTERN ASIA
Vilayat Eyvazov,Azerbaijan,1208072134.0,Start,10.2,WESTERN ASIA
Abdurrahman Fatalibeyli,Azerbaijan,1241052691.0,C,10.2,WESTERN ASIA
Fazail Ibrahimli,Azerbaijan,1243509483.0,Start,10.2,WESTERN ASIA
Afshan Gadimbeyova,Azerbaijan,1243747432.0,Start,10.2,WESTERN ASIA
Garib Karimoğlu,Azerbaijan,1246060699.0,Start,10.2,WESTERN ASIA
Gudrat Gasanguliev,Azerbaijan,1234004989.0,Start,10.2,WESTERN ASIA
Mehrali Gasimov,Azerbaijan,,,10.2,WESTERN ASIA
Solomon Grobshtein,Azerbaijan,1067081975.0,Stub,10.2,WESTERN ASIA
Teymur Guliyev,Azerbaijan,1232296078.0,Stub,10.2,WESTERN ASIA
Mammad Gurbanov,Azerbaijan,1237445893.0,Start,10.2,WESTERN ASIA
Musa Hacigasimov,Azerbaijan,1236490449.0,Stub,10.2,WESTERN ASIA
Asaf Hajiyev,Azerbaijan,1235219197.0,C,10.2,WESTERN ASIA
Haji Molla Ahmad Nuruzade,Azerbaijan,1239189558.0,GA,10.2,WESTERN ASIA
Farhad Hajiyev,Azerbaijan,1246286594.0,Start,10.2,WESTERN ASIA
Hasan Majidov,Azerbaijan,1236490430.0,Start,10.2,WESTERN ASIA
Hasan Hasanli,Azerbaijan,1244589428.0,Start,10.2,WESTERN ASIA
Jamil Hasanli,Azerbaijan,1248447237.0,C,10.2,WESTERN ASIA
Ali M. Hasanov,Azerbaijan,1245282668.0,C,10.2,WESTERN ASIA
Zakir Hasanov,Azerbaijan,1224596001.0,C,10.2,WESTERN ASIA
Ali Huseynli,Azerbaijan,1245270394.0,Start,10.2,WESTERN ASIA
Alisahib Huseynov,Azerbaijan,1246588423.0,Start,10.2,WESTERN ASIA
Ali Ibrahimov,Azerbaijan,1244157806.0,Start,10.2,WESTERN ASIA
Irshad Aliyev,Azerbaijan,1225308278.0,Stub,10.2,WESTERN ASIA
Mamed Iskenderov,Azerbaijan,1244201378.0,Start,10.2,WESTERN ASIA
Vidadi Isgandarov,Azerbaijan,1249203876.0,Start,10.2,WESTERN ASIA
Ajdar Ismailov,Azerbaijan,1157124148.0,C,10.2,WESTERN ASIA
Saftar Jafarov,Azerbaijan,1222623261.0,Start,10.2,WESTERN ASIA
Jeyhun Jalilov,Azerbaijan,1228687346.0,Start,10.2,WESTERN ASIA
Arastun Javadov,Azerbaijan,1147579900.0,Stub,10.2,WESTERN ASIA
Rovshan Javadov,Azerbaijan,1250266366.0,C,10.2,WESTERN ASIA
Anar Karimov,Azerbaijan,1245270299.0,Start,10.2,WESTERN ASIA
Boris Kevorkov,Azerbaijan,1217681945.0,Start,10.2,WESTERN ASIA
Gurban Khalilov,Azerbaijan,1243520102.0,Start,10.2,WESTERN ASIA
Ahmad Kordary,Azerbaijan,1187254621.0,Stub,10.2,WESTERN ASIA
Lutfali bey Behbudov,Azerbaijan,1226230854.0,C,10.2,WESTERN ASIA
Ilham Madatov,Azerbaijan,1011331249.0,Start,10.2,WESTERN ASIA
Makhmud Mamed-Guliev,Azerbaijan,1243510539.0,Start,10.2,WESTERN ASIA
Majnun Mammadov,Azerbaijan,1248225337.0,Start,10.2,WESTERN ASIA
Musa Mammadov,Azerbaijan,1243510550.0,Start,10.2,WESTERN ASIA
Ramin Mammadov,Azerbaijan,1248662299.0,Start,10.2,WESTERN ASIA
Elshad Mirbashir oghlu,Azerbaijan,1194162044.0,C,10.2,WESTERN ASIA
Tahir Mirkishili,Azerbaijan,1210593900.0,Start,10.2,WESTERN ASIA
Movsum Samadov,Azerbaijan,1241255046.0,C,10.2,WESTERN ASIA
Fuad Naghiyev,Azerbaijan,1248662296.0,Start,10.2,WESTERN ASIA
Eldar Namazov,Azerbaijan,1206211739.0,Start,10.2,WESTERN ASIA
Namig Nasrullayev,Azerbaijan,1158375491.0,Stub,10.2,WESTERN ASIA
Siyavush Novruzov,Azerbaijan,1243520070.0,C,10.2,WESTERN ASIA
Zahid Oruj,Azerbaijan,1213965350.0,Start,10.2,WESTERN ASIA
Sadig Rahimov,Azerbaijan,1245157534.0,C,10.2,WESTERN ASIA
Suleyman Rahimov,Azerbaijan,1193027962.0,C,10.2,WESTERN ASIA
Huseyn Rahmanov,Azerbaijan,1106104383.0,Stub,10.2,WESTERN ASIA
Rovshen Rzayev,Azerbaijan,1208078338.0,Start,10.2,WESTERN ASIA
Hasan Seyidov,Azerbaijan,1148385245.0,Stub,10.2,WESTERN ASIA
Hasan Seyidov (scientist),Azerbaijan,1198202282.0,Start,10.2,WESTERN ASIA
Parviz Shahbazov,Azerbaijan,1213858589.0,Start,10.2,WESTERN ASIA
Mammad agha Shahtakhtinski,Azerbaijan,1185599926.0,C,10.2,WESTERN ASIA
Abid Sharifov,Azerbaijan,1243510547.0,Start,10.2,WESTERN ASIA
Shirali Akhundov,Azerbaijan,1213002608.0,C,10.2,WESTERN ASIA
Ikhtiyar Shirinov,Azerbaijan,1243510572.0,Stub,10.2,WESTERN ASIA
Bakhtiyar Vahabzadeh,Azerbaijan,1249675761.0,C,10.2,WESTERN ASIA
Vugar Mustafayev (minister),Azerbaijan,1208077047.0,Start,10.2,WESTERN ASIA
Yusif Ziya Talibzadeh,Azerbaijan,1243510546.0,GA,10.2,WESTERN ASIA
Nurali Yusifbayli,Azerbaijan,1243510541.0,Start,10.2,WESTERN ASIA
Keith Bell (Bahamian politician),Bahamas,1243023554.0,Start,0.4,CARIBBEAN
Charles Carter (Bahamian journalist),Bahamas,1162793449.0,C,0.4,CARIBBEAN
Harold Christie,Bahamas,1142294843.0,Start,0.4,CARIBBEAN
Timothy Donaldson,Bahamas,1245586658.0,C,0.4,CARIBBEAN
Eugene Dupuch,Bahamas,1181612386.0,Start,0.4,CARIBBEAN
Joseph Robert Love,Bahamas,1177467150.0,C,0.4,CARIBBEAN
McKell Bonaby,Bahamas,1238577650.0,Stub,0.4,CARIBBEAN
Pakesia Parker-Edgecombe,Bahamas,1226025677.0,Start,0.4,CARIBBEAN
James Carmichael Smith (postmaster),Bahamas,1248344476.0,C,0.4,CARIBBEAN
Mohammed Isa Al Abbasi,Bahrain,1171757402.0,Stub,1.6,WESTERN ASIA
Abdulla Adel Fakhro,Bahrain,1223700072.0,Start,1.6,WESTERN ASIA
Abdullah bin Isa Al Khalifa,Bahrain,1182830303.0,Start,1.6,WESTERN ASIA
Ahmed Behzad (Bahrain),Bahrain,1063482737.0,Stub,1.6,WESTERN ASIA
Kamal Ahmed (politician),Bahrain,1215486840.0,Stub,1.6,WESTERN ASIA
Mohamed Ali Hasan Ali,Bahrain,1006173162.0,Stub,1.6,WESTERN ASIA
Khalid Almoayed,Bahrain,1215466172.0,Stub,1.6,WESTERN ASIA
Aymen Tawfeeq Almoayed,Bahrain,1227286508.0,Start,1.6,WESTERN ASIA
Nazar Al Baharna,Bahrain,1241906132.0,Start,1.6,WESTERN ASIA
Mahmood Al Bahrani,Bahrain,1161492589.0,Stub,1.6,WESTERN ASIA
Ammar Al Bannai,Bahrain,1231654401.0,Start,1.6,WESTERN ASIA
Jawad Fairooz,Bahrain,1177286981.0,Start,1.6,WESTERN ASIA
Qasim Fakhro,Bahrain,1099067663.0,Start,1.6,WESTERN ASIA
Faisal al-Hamar,Bahrain,1218302538.0,Stub,1.6,WESTERN ASIA
Nabeel bin Yaqub Al-Hamar,Bahrain,1159628135.0,Stub,1.6,WESTERN ASIA
Isa bin Abdulrahman Al Hammadi,Bahrain,1098344827.0,Stub,1.6,WESTERN ASIA
Jameel Humadan,Bahrain,1148959062.0,Start,1.6,WESTERN ASIA
Isa bin Ibrahim Al Khalifa,Bahrain,1146485875.0,Stub,1.6,WESTERN ASIA
Fahmi al-Jowder,Bahrain,1172576081.0,Stub,1.6,WESTERN ASIA
Saud Kanoo,Bahrain,1098699647.0,Stub,1.6,WESTERN ASIA
Essam Khalaf,Bahrain,1006167519.0,Stub,1.6,WESTERN ASIA
Abdullah bin Hamad bin Isa Al Khalifa,Bahrain,1241499929.0,Start,1.6,WESTERN ASIA
Ahmed bin Mohamed Al Khalifa,Bahrain,1221144846.0,Stub,1.6,WESTERN ASIA
Ali bin Khalifa Al Khalifa,Bahrain,1250923005.0,Stub,1.6,WESTERN ASIA
Hala bint Mohammed Al Khalifa,Bahrain,1232948277.0,Start,1.6,WESTERN ASIA
Ibrahim ibn Khalifa Al Khalifa,Bahrain,1156409493.0,Start,1.6,WESTERN ASIA
Mai bint Mohammed Al Khalifa,Bahrain,1217876419.0,Start,1.6,WESTERN ASIA
Salman bin Khalifa Al Khalifa,Bahrain,1247375519.0,Stub,1.6,WESTERN ASIA
Hamad Al Kooheji,Bahrain,1233118749.0,Stub,1.6,WESTERN ASIA
Abdullatif Al-Mahmood,Bahrain,1227285970.0,Stub,1.6,WESTERN ASIA
Rasheed Mohammed Al Maraj,Bahrain,1247375502.0,Stub,1.6,WESTERN ASIA
Khalid Al Maskati,Bahrain,1209519423.0,Stub,1.6,WESTERN ASIA
Abdulhussain bin Ali Mirza,Bahrain,1195787872.0,Stub,1.6,WESTERN ASIA
Mohammed Al-Buainain,Bahrain,1063213013.0,Start,1.6,WESTERN ASIA
Mohammed bin Khalifa bin Ahmed,Bahrain,1244455253.0,C,1.6,WESTERN ASIA
Mohammed bin Khalifa bin Ali Al Khalifa,Bahrain,1202322111.0,Start,1.6,WESTERN ASIA
Abdulrahman al-Nuaimi,Bahrain,1235804624.0,Start,1.6,WESTERN ASIA
Ammar Qambar,Bahrain,1140605737.0,Start,1.6,WESTERN ASIA
Isa Qassim,Bahrain,1249444464.0,GA,1.6,WESTERN ASIA
Abdulla Hassan Saif,Bahrain,1219928150.0,Stub,1.6,WESTERN ASIA
Ali bin Saleh Al Saleh,Bahrain,1239617504.0,Stub,1.6,WESTERN ASIA
Ahmed Al-Salloum,Bahrain,1244755894.0,Start,1.6,WESTERN ASIA
Salman bin Hamad Al Khalifa,Bahrain,1250494329.0,C,1.6,WESTERN ASIA
Abdul Motaleb,Bangladesh,1245374567.0,Stub,173.5,SOUTH ASIA
Abdus Salam (Chattogram politician),Bangladesh,1245374007.0,Stub,173.5,SOUTH ASIA
Abul Hashim,Bangladesh,1232200030.0,C,173.5,SOUTH ASIA
Oli Ahad,Bangladesh,1247061966.0,Start,173.5,SOUTH ASIA
Chowdhury Shamsuddin Ahmed,Bangladesh,1237261756.0,Stub,173.5,SOUTH ASIA
Farid Ahmed,Bangladesh,1245375794.0,Stub,173.5,SOUTH ASIA
Muzaffar Ahmed (NAP politician),Bangladesh,1245380189.0,Start,173.5,SOUTH ASIA
AKM Hafizuddin,Bangladesh,1246694478.0,Stub,173.5,SOUTH ASIA
Mohammad Manjur Alam,Bangladesh,1245377984.0,Start,173.5,SOUTH ASIA
M Hossain Ali,Bangladesh,1242815841.0,Start,173.5,SOUTH ASIA
Aminul Islam Rabel,Bangladesh,1245379837.0,Stub,173.5,SOUTH ASIA
Mohammad A. Arafat,Bangladesh,1250896485.0,GA,173.5,SOUTH ASIA
Ashab Uddin Ahmad,Bangladesh,1245380479.0,B,173.5,SOUTH ASIA
Shafiqur Rahman Badsha,Bangladesh,1245374148.0,Stub,173.5,SOUTH ASIA
Selina Banu,Bangladesh,1183475136.0,Start,173.5,SOUTH ASIA
Nurul Huq Bhuiyan,Bangladesh,1236303322.0,Stub,173.5,SOUTH ASIA
Birendra Kishore Roaza,Bangladesh,1246126702.0,Stub,173.5,SOUTH ASIA
Bishnu Chattopadhyay,Bangladesh,1242147738.0,Start,173.5,SOUTH ASIA
AKM Fazlul Kabir Chowdhury,Bangladesh,1245380545.0,Start,173.5,SOUTH ASIA
Aminul Islam Chowdhury,Bangladesh,1175807916.0,Start,173.5,SOUTH ASIA
Anwarul Karim Chowdhury,Bangladesh,1245395466.0,C,173.5,SOUTH ASIA
Moinuddin Ahmed Chowdhury,Bangladesh,1166369458.0,C,173.5,SOUTH ASIA
Sarwar Jan Chowdhury,Bangladesh,1245377291.0,Stub,173.5,SOUTH ASIA
Shahinur Pasha Chowdhury,Bangladesh,1245379554.0,Start,173.5,SOUTH ASIA
Yusuf Ali Chowdhury,Bangladesh,1228415190.0,Start,173.5,SOUTH ASIA
Haji Mohammad Danesh,Bangladesh,1230176939.0,C,173.5,SOUTH ASIA
Pulin De,Bangladesh,1242126632.0,Start,173.5,SOUTH ASIA
James Leo Ferguson,Bangladesh,1212687396.0,C,173.5,SOUTH ASIA
